TOL-ID,avg_nodes_examined
TOL-ID-01,6.5
TOL-ID-02,7.5
TOL-ID-03,7.5
TOL-ID-04,7.5
TOL-ID-05,7.5
TOL-ID-06,6.0
TOL-ID-07,8.0
TOL-ID-08,6.5
TOL-ID-09,10.5
TOL-ID-10,12.5
TOL-ID-11,12.5
TOL-ID-12,13.5
TOL-ID-13,10.0
TOL-ID-14,11.0
TOL-ID-15,11.0
TOL-ID-16,13.5
TOL-ID-17,14.0
TOL-ID-18,16.5
TOL-ID-19,16.5
TOL-ID-20,16.5
TOL-ID-21,14.0
TOL-ID-22,16.0
TOL-ID-23,16.0
TOL-ID-24,17.5
